"study","cell_id","scenario","factor_changed","method","n","p","main_k","separation","main_structure","main_distribution","minority_ratio","q","minority_sd","minority_proximity","MajorARI","MinorityDetectionF1","MinorityClusterF1","AnyMicroDiscovery","AbsQError","SpuriousExtraClusters","end_to_end_seconds"
"architecture",29,"M1","full_factorial","tEIGEN_BIC",1000,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.985973172346622,0.998329835036049,0.998329835036049,1,1.07,1.07,73.7675799999999
"architecture",30,"M1","full_factorial","tEIGEN_BIC",1000,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.994913429068216,0.99986798679868,0.99986798679868,1,1.09666666666667,1.09666666666667,60.4584
"architecture",31,"M1","full_factorial","tEIGEN_BIC",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.870974099078783,0.938816009571309,0.938816009571309,1,0.906666666666667,0.906666666666667,60.9218733333335
"architecture",32,"M1","full_factorial","tEIGEN_BIC",1000,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.989191205404062,0.993034320680134,0.993034320680134,1,0.993333333333333,0.993333333333333,48.4410900000001
"architecture",33,"M2","full_factorial","tEIGEN_BIC",500,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.986186682495189,0.748628457640395,0.748628457640395,1,0.43,0.43,32.0346266666667
"architecture",34,"M2","full_factorial","tEIGEN_BIC",500,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.995939638442242,0.853222420867106,0.853222420867106,1,0.753333333333333,0.753333333333333,28.9614733333334
"architecture",35,"M2","full_factorial","tEIGEN_BIC",500,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.948052066201576,0.603980154049626,0.603980154049626,1,0.0566666666666667,0.0566666666666667,31.9400733333335
"architecture",36,"M2","full_factorial","tEIGEN_BIC",500,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.995125449722861,0.68332379566378,0.68332379566378,1,0.39,0.39,30.0020700000001
"architecture",37,"M2","full_factorial","tEIGEN_BIC",500,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.957862647516929,0.892874535213093,0.892874535213093,1,0.906666666666667,0.906666666666667,39.08861
"architecture",38,"M2","full_factorial","tEIGEN_BIC",500,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.982776684103646,0.988961988275595,0.988961988275595,1,1.2,1.2,30.6482199999999
"architecture",39,"M2","full_factorial","tEIGEN_BIC",500,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.67010583802197,0.675158197720651,0.675158197720651,1,1.32333333333333,1.32333333333333,31.8895933333333
"architecture",40,"M2","full_factorial","tEIGEN_BIC",500,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.80876992711472,0.840812459696872,0.840812459696872,1,1.41,1.41,26.4291400000001
"architecture",41,"M2","full_factorial","tEIGEN_BIC",1000,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.980111033657305,0.905858854906471,0.905858854906471,1,0.963333333333333,0.963333333333333,67.4377200000001
"architecture",42,"M2","full_factorial","tEIGEN_BIC",1000,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.995289299272449,0.96226460807112,0.96226460807112,1,1.01,1.01,63.4379633333333
"architecture",43,"M2","full_factorial","tEIGEN_BIC",1000,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.942464414633901,0.717518398741073,0.717518398741073,1,0.423333333333333,0.423333333333333,69.9878300000001
"architecture",44,"M2","full_factorial","tEIGEN_BIC",1000,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.986761975472234,0.909107684190355,0.909107684190355,1,0.993333333333333,0.993333333333333,60.4870966666666
"architecture",45,"M2","full_factorial","tEIGEN_BIC",1000,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.968270254379007,0.989130481612731,0.989130481612731,1,1.30333333333333,1.30333333333333,82.0388966666665
"architecture",46,"M2","full_factorial","tEIGEN_BIC",1000,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.999150394643539,0.999803921568627,0.999803921568627,1,1.25,1.25,60.9306633333332
"architecture",47,"M2","full_factorial","tEIGEN_BIC",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.890615581226767,0.78747158154693,0.78747158154693,1,0.676666666666667,0.676666666666667,62.0840666666667
"architecture",48,"M2","full_factorial","tEIGEN_BIC",1000,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.978176013245332,0.991785062061632,0.991785062061632,1,1.07333333333333,1.07333333333333,50.2011900000001
"architecture",49,"M3","full_factorial","tEIGEN_BIC",500,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.988401385350223,0.85250517241337,0.85250517241337,1,0.19,0.19,31.4159666666667
"architecture",50,"M3","full_factorial","tEIGEN_BIC",500,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.999217537482111,0.931232537319242,0.931232537319242,1,0.69,0.69,30.2422266666665
"architecture",51,"M3","full_factorial","tEIGEN_BIC",500,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.946627785882062,0.803788478824401,0.803788478824401,1,0.00333333333333333,0.00333333333333333,31.1332866666667
"architecture",52,"M3","full_factorial","tEIGEN_BIC",500,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.998743125907551,0.817844784694937,0.817844784694937,1,0.163333333333333,0.163333333333333,30.3039066666667
"architecture",53,"M3","full_factorial","tEIGEN_BIC",500,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.973551372983103,0.861245964587907,0.861245964587907,1,0.293333333333333,0.293333333333333,39.1278633333333
"architecture",54,"M3","full_factorial","tEIGEN_BIC",500,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.99416020951218,0.87767087478313,0.87767087478313,1,0.453333333333333,0.453333333333333,29.9588433333332
"architecture",55,"M3","full_factorial","tEIGEN_BIC",500,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.636274295181135,0.812959357991567,0.812959357991567,1,1.41666666666667,1.41666666666667,32.5252066666667
"architecture",56,"M3","full_factorial","tEIGEN_BIC",500,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.732448408511122,0.793838090379415,0.793838090379415,1,1.14333333333333,1.14333333333333,25.1702366666666
"architecture",57,"M3","full_factorial","tEIGEN_BIC",1000,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.990651116418646,0.9006826327636,0.9006826327636,1,0.613333333333333,0.613333333333333,68.3962066666667
"architecture",58,"M3","full_factorial","tEIGEN_BIC",1000,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.998779543061283,0.972870440364947,0.972870440364947,1,0.986666666666667,0.986666666666667,60.4075099999999
"architecture",59,"M3","full_factorial","tEIGEN_BIC",1000,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.948939965586122,0.798796779105312,0.798796779105312,1,0.06,0.06,68.9779733333333
"architecture",60,"M3","full_factorial","tEIGEN_BIC",1000,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.997086159256437,0.927262237933241,0.927262237933241,1,0.796666666666667,0.796666666666667,58.2395233333332
"architecture",61,"M3","full_factorial","tEIGEN_BIC",1000,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.977240277892641,0.877853169513106,0.877853169513106,1,0.42,0.42,82.1177133333335
"architecture",62,"M3","full_factorial","tEIGEN_BIC",1000,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.994455904292982,0.951334747951642,0.951334747951642,1,0.873333333333333,0.873333333333333,62.9851266666667
"architecture",63,"M3","full_factorial","tEIGEN_BIC",1000,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.904620395465637,0.790622622116381,0.790622622116381,1,0.186666666666667,0.186666666666667,63.3162033333332
"architecture",64,"M3","full_factorial","tEIGEN_BIC",1000,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.977813442052464,0.799897557370239,0.799897557370239,1,0.206666666666667,0.206666666666667,48.9644999999999
"architecture",65,"M4","full_factorial","tEIGEN_BIC",500,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.984201733155214,0.96759055577118,0.968771784870699,1,0.576666666666667,0.576666666666667,40.9459499999999
"architecture",66,"M4","full_factorial","tEIGEN_BIC",500,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.988668912738719,0.986190382342564,0.986669081150816,1,1.02666666666667,1.02666666666667,37.1424633333333
"architecture",67,"M4","full_factorial","tEIGEN_BIC",500,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.929037740888319,0.820108423842297,0.822926650297984,1,0.18,0.18,41.4041666666666
"architecture",68,"M4","full_factorial","tEIGEN_BIC",500,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.986459795042941,0.865826455822489,0.867669672991916,1,0.463333333333333,0.463333333333333,36.8456833333333
"architecture",69,"M4","full_factorial","tEIGEN_BIC",500,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.980051263202981,0.969467171573704,0.970098023928795,1,0.316666666666667,0.316666666666667,46.6275866666667
"architecture",70,"M4","full_factorial","tEIGEN_BIC",500,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.993306320107549,0.947978428702203,0.949545954981653,1,0.786666666666667,0.786666666666667,38.7876499999998
"architecture",71,"M4","full_factorial","tEIGEN_BIC",500,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.57127171757945,0.871538240797779,0.87346465309222,1,1.77,1.77,41.7048400000001
"architecture",72,"M4","full_factorial","tEIGEN_BIC",500,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.655000646721989,0.879101059600371,0.881348169827249,1,1.81333333333333,1.81333333333333,33.5376266666667
"architecture",73,"M4","full_factorial","tEIGEN_BIC",1000,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.985740952989827,0.987491373498648,0.987593966920258,1,0.96,0.96,87.05721
"architecture",74,"M4","full_factorial","tEIGEN_BIC",1000,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.997308990862425,0.993259199492368,0.993318373246735,1,1.00333333333333,1.00333333333333,73.220393333333
"architecture",75,"M4","full_factorial","tEIGEN_BIC",1000,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.930510299042503,0.9203947922519,0.921573194620402,1,0.816666666666667,0.816666666666667,88.84956
"architecture",76,"M4","full_factorial","tEIGEN_BIC",1000,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.97118479854903,0.978337287530408,0.978632731111996,1,1.13666666666667,1.13666666666667,70.5727433333334
"architecture",77,"M4","full_factorial","tEIGEN_BIC",1000,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.986540062219143,0.973642323904273,0.974158059069836,1,0.813333333333333,0.813333333333333,93.9657433333333
"architecture",78,"M4","full_factorial","tEIGEN_BIC",1000,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.991947230753025,0.992223768910663,0.992874796101899,1,1.21,1.21,80.6924233333333
"architecture",79,"M4","full_factorial","tEIGEN_BIC",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.628410528482884,0.899153358027807,0.899859694361701,1,1.75,1.75,75.0106733333333
"architecture",80,"M4","full_factorial","tEIGEN_BIC",1000,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.923299596974995,0.989560522493995,0.989627443966705,1,1.26,1.26,61.4967966666667
"architecture",1,"N0","full_factorial","Trimmed_kmeans",500,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.470417349627263,NA,NA,0,0,0,0.0785839999999983
"architecture",2,"N0","full_factorial","Trimmed_kmeans",500,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.518121920462842,NA,NA,0,0,0,0.0744340000000005
"architecture",3,"N0","full_factorial","Trimmed_kmeans",500,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.307178494927712,NA,NA,0,0,0,0.0779920000000038
"architecture",4,"N0","full_factorial","Trimmed_kmeans",500,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.448002318695214,NA,NA,0,0,0,0.0764010000000046
"architecture",5,"N0","full_factorial","Trimmed_kmeans",500,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.00654498636918447,NA,NA,0,0,0,0.0886969999999956
"architecture",6,"N0","full_factorial","Trimmed_kmeans",500,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.0126293952348791,NA,NA,0,0,0,0.0887949999999901
"architecture",7,"N0","full_factorial","Trimmed_kmeans",500,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.00888438256564954,NA,NA,0,0,0,0.0876050000000105
"architecture",8,"N0","full_factorial","Trimmed_kmeans",500,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.00711775523419724,NA,NA,0,0,0,0.0888670000000184
"architecture",9,"N0","full_factorial","Trimmed_kmeans",1000,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.528318031075041,NA,NA,0,0,0,0.154435000000021
"architecture",10,"N0","full_factorial","Trimmed_kmeans",1000,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.516735252164877,NA,NA,0,0,0,0.15435000000001
"architecture",11,"N0","full_factorial","Trimmed_kmeans",1000,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.279329464145988,NA,NA,0,0,0,0.15502100000003
"architecture",12,"N0","full_factorial","Trimmed_kmeans",1000,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.432910650291131,NA,NA,0,0,0,0.153679000000007
"architecture",13,"N0","full_factorial","Trimmed_kmeans",1000,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.00352504586087438,NA,NA,0,0,0,0.177351000000024
"architecture",14,"N0","full_factorial","Trimmed_kmeans",1000,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.0036521710163572,NA,NA,0,0,0,0.176179
"architecture",15,"N0","full_factorial","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.00517887280321457,NA,NA,0,0,0,0.176779999999977
"architecture",16,"N0","full_factorial","Trimmed_kmeans",1000,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.00431281368425144,NA,NA,0,0,0,0.176541999999976
"architecture",17,"M1","full_factorial","Trimmed_kmeans",500,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.566099209216657,0,0,0,1,0,0.0756299999998676
"architecture",18,"M1","full_factorial","Trimmed_kmeans",500,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.462435412883999,0,0,0,1,0,0.0763599999999133
"architecture",19,"M1","full_factorial","Trimmed_kmeans",500,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.589412651673695,0,0,0,1,0,0.0763000000001072
"architecture",20,"M1","full_factorial","Trimmed_kmeans",500,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.440085458869276,0,0,0,1,0,0.0760433333332912
"architecture",21,"M1","full_factorial","Trimmed_kmeans",500,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.00460063953409273,0,0,0,1,0,0.0884933333333538
"architecture",22,"M1","full_factorial","Trimmed_kmeans",500,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.00395634807718936,0,0,0,1,0,0.0872366666666858
"architecture",23,"M1","full_factorial","Trimmed_kmeans",500,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00596060711458938,0.00260416666666667,0.00260416666666667,0.00333333333333333,0.996666666666667,0,0.0875033333333704
"architecture",24,"M1","full_factorial","Trimmed_kmeans",500,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.00457582964629361,0.00314465408805032,0.00314465408805031,0.00333333333333333,0.996666666666667,0,0.0868066666667316
"architecture",25,"M1","full_factorial","Trimmed_kmeans",1000,2,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.671810727119787,0,0,0,1,0,0.15124666666652
"architecture",26,"M1","full_factorial","Trimmed_kmeans",1000,2,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.419480502029461,0,0,0,1,0,0.15155000000011
"architecture",27,"M1","full_factorial","Trimmed_kmeans",1000,2,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.635376677560969,0,0,0,1,0,0.151556666666426
"architecture",28,"M1","full_factorial","Trimmed_kmeans",1000,2,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.453913886615179,0,0,0,1,0,0.151286666666711
"architecture",29,"M1","full_factorial","Trimmed_kmeans",1000,5,2,6,"spherical","normal",0.05,1,0.2,"isolated",0.00232624269860497,0,0,0,1,0,0.176293333333294
"architecture",30,"M1","full_factorial","Trimmed_kmeans",1000,5,2,10,"spherical","normal",0.05,1,0.2,"isolated",0.00160440731567771,0,0,0,1,0,0.174629999999803
"architecture",31,"M1","full_factorial","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,1,0.2,"isolated",0.00395938759609512,0,0,0,1,0,0.176200000000014
"architecture",32,"M1","full_factorial","Trimmed_kmeans",1000,5,2,10,"elliptical","normal",0.05,1,0.2,"isolated",0.00362448911769459,0.0124959393308017,0.0124959393308017,0.0133333333333333,0.986666666666667,0,0.175476666666643
"architecture",33,"M2","full_factorial","Trimmed_kmeans",500,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.50355256262974,0,0,0,1,0,0.0762199999999939
"architecture",34,"M2","full_factorial","Trimmed_kmeans",500,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.377973858413725,0,0,0,1,0,0.0760699999999754
"architecture",35,"M2","full_factorial","Trimmed_kmeans",500,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.470878600452879,0,0,0,1,0,0.0761200000001675
"architecture",36,"M2","full_factorial","Trimmed_kmeans",500,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.375969243338823,0,0,0,1,0,0.0762066666667185
"architecture",37,"M2","full_factorial","Trimmed_kmeans",500,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.00622324565192276,0,0,0,1,0,0.0880800000000454
"architecture",38,"M2","full_factorial","Trimmed_kmeans",500,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.00465451869346981,0,0,0,1,0,0.0878466666667494
"architecture",39,"M2","full_factorial","Trimmed_kmeans",500,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.00765841673401085,0,0,0,1,0,0.088403333333287
"architecture",40,"M2","full_factorial","Trimmed_kmeans",500,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.00687021095252253,0,0,0,1,0,0.0867533333333389
"architecture",41,"M2","full_factorial","Trimmed_kmeans",1000,2,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.509089150848969,0,0,0,1,0,0.151936666666685
"architecture",42,"M2","full_factorial","Trimmed_kmeans",1000,2,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.406734799438858,0,0,0,1,0,0.15130000000001
"architecture",43,"M2","full_factorial","Trimmed_kmeans",1000,2,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.445675893534809,0,0,0,1,0,0.151406666666771
"architecture",44,"M2","full_factorial","Trimmed_kmeans",1000,2,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.360679610845522,0,0,0,1,0,0.15136000000001
"architecture",45,"M2","full_factorial","Trimmed_kmeans",1000,5,2,6,"spherical","normal",0.025,1,0.2,"isolated",0.00272782890328793,0,0,0,1,0,0.176120000000143
"architecture",46,"M2","full_factorial","Trimmed_kmeans",1000,5,2,10,"spherical","normal",0.025,1,0.2,"isolated",0.00296450504915419,0,0,0,1,0,0.174420000000003
"architecture",47,"M2","full_factorial","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.025,1,0.2,"isolated",0.00433061830344137,0,0,0,1,0,0.176199999999905
"architecture",48,"M2","full_factorial","Trimmed_kmeans",1000,5,2,10,"elliptical","normal",0.025,1,0.2,"isolated",0.00361210324147471,0,0,0,1,0,0.176286666666638
"architecture",49,"M3","full_factorial","Trimmed_kmeans",500,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.563627957930436,0,0,0,1,0,0.0763966666667087
"architecture",50,"M3","full_factorial","Trimmed_kmeans",500,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.392780476615551,0,0,0,1,0,0.075836666666728
"architecture",51,"M3","full_factorial","Trimmed_kmeans",500,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.562119274271326,0,0,0,1,0,0.0756399999999485
"architecture",52,"M3","full_factorial","Trimmed_kmeans",500,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.448477021456553,0,0,0,1,0,0.0756333333334866
"architecture",53,"M3","full_factorial","Trimmed_kmeans",500,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.00558500209810904,0,0,0,1,0,0.0884966666667727
"architecture",54,"M3","full_factorial","Trimmed_kmeans",500,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.00458166969520981,0,0,0,1,0,0.0876333333334696
"architecture",55,"M3","full_factorial","Trimmed_kmeans",500,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.00823339733546424,0,0,0,1,0,0.0887566666666195
"architecture",56,"M3","full_factorial","Trimmed_kmeans",500,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.00578319227300166,0,0,0,1,0,0.0879100000000108
"architecture",57,"M3","full_factorial","Trimmed_kmeans",1000,2,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.602066445150551,0,0,0,1,0,0.151376666666608
"architecture",58,"M3","full_factorial","Trimmed_kmeans",1000,2,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.43849438470593,0,0,0,1,0,0.151450000000004
"architecture",59,"M3","full_factorial","Trimmed_kmeans",1000,2,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.63638664860462,0,0,0,1,0,0.151489999999976
"architecture",60,"M3","full_factorial","Trimmed_kmeans",1000,2,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.432836347686788,0,0,0,1,0,0.150443333333193
"architecture",61,"M3","full_factorial","Trimmed_kmeans",1000,5,2,6,"spherical","normal",0.05,1,0.55,"isolated",0.00307225965832242,0,0,0,1,0,0.177916666666703
"architecture",62,"M3","full_factorial","Trimmed_kmeans",1000,5,2,10,"spherical","normal",0.05,1,0.55,"isolated",0.00264446892912847,0,0,0,1,0,0.176150000000089
"architecture",63,"M3","full_factorial","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,1,0.55,"isolated",0.00421273889416983,0,0,0,1,0,0.177660000000057
"architecture",64,"M3","full_factorial","Trimmed_kmeans",1000,5,2,10,"elliptical","normal",0.05,1,0.55,"isolated",0.00321754507945741,0,0,0,1,0,0.176036666666611
"architecture",65,"M4","full_factorial","Trimmed_kmeans",500,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.536303710460843,0,0,0,2,0,0.0764066666666137
"architecture",66,"M4","full_factorial","Trimmed_kmeans",500,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.327898145980244,0,0,0,2,0,0.0756166666665861
"architecture",67,"M4","full_factorial","Trimmed_kmeans",500,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.493772620046947,0,0,0,2,0,0.0759666666666938
"architecture",68,"M4","full_factorial","Trimmed_kmeans",500,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.334046094852166,0,0,0,2,0,0.0757433333332786
"architecture",69,"M4","full_factorial","Trimmed_kmeans",500,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.00580201303200844,0,0,0,2,0,0.0879900000000392
"architecture",70,"M4","full_factorial","Trimmed_kmeans",500,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.00478109404961846,0,0,0,2,0,0.0879333333334459
"architecture",71,"M4","full_factorial","Trimmed_kmeans",500,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.00676189431978236,0,0,0,2,0,0.0881133333335917
"architecture",72,"M4","full_factorial","Trimmed_kmeans",500,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.00546477525571042,0,0,0,2,0,0.0872166666665847
"architecture",73,"M4","full_factorial","Trimmed_kmeans",1000,2,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.508593840446537,0,0,0,2,0,0.15176999999996
"architecture",74,"M4","full_factorial","Trimmed_kmeans",1000,2,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.249108032416325,0,0,0,2,0,0.150983333333121
"architecture",75,"M4","full_factorial","Trimmed_kmeans",1000,2,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.562481917120941,0,0,0,2,0,0.15026333333329
"architecture",76,"M4","full_factorial","Trimmed_kmeans",1000,2,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.327390270236794,0,0,0,2,0,0.151156666666672
"architecture",77,"M4","full_factorial","Trimmed_kmeans",1000,5,2,6,"spherical","normal",0.05,2,0.2,"isolated",0.00298468845218756,0,0,0,2,0,0.176226666666516
"architecture",78,"M4","full_factorial","Trimmed_kmeans",1000,5,2,10,"spherical","normal",0.05,2,0.2,"isolated",0.00228829747558803,0,0,0,2,0,0.174066666666646
"architecture",79,"M4","full_factorial","Trimmed_kmeans",1000,5,2,6,"elliptical","normal",0.05,2,0.2,"isolated",0.0036702794450237,0,0,0,2,0,0.167486666666324
"architecture",80,"M4","full_factorial","Trimmed_kmeans",1000,5,2,10,"elliptical","normal",0.05,2,0.2,"isolated",0.00290472909414723,0,0,0,2,0,0.164569999999706
"architecture",1,"N0","full_factorial","TSRClust_unvalidated",500,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.866891356977917,NA,NA,1,1.387,1.387,0.151066999999999
"architecture",2,"N0","full_factorial","TSRClust_unvalidated",500,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.916277029729108,NA,NA,1,2.031,2.031,0.143516000000002
"architecture",3,"N0","full_factorial","TSRClust_unvalidated",500,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.84634098015227,NA,NA,1,1.798,1.798,0.149733000000001
"architecture",4,"N0","full_factorial","TSRClust_unvalidated",500,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.922547418847268,NA,NA,1,2.011,2.011,0.147570000000007
"architecture",5,"N0","full_factorial","TSRClust_unvalidated",500,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.884208525653368,NA,NA,1,1,1,0.202830000000008
"architecture",6,"N0","full_factorial","TSRClust_unvalidated",500,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.956590658759483,NA,NA,1,1,1,0.203397999999986
"architecture",7,"N0","full_factorial","TSRClust_unvalidated",500,5,2,6,"elliptical","normal",0,0,0.2,"isolated",0.855031315684125,NA,NA,1,1,1,0.20329400000001
"architecture",8,"N0","full_factorial","TSRClust_unvalidated",500,5,2,10,"elliptical","normal",0,0,0.2,"isolated",0.958571476085636,NA,NA,1,1,1,0.204556999999982
"architecture",9,"N0","full_factorial","TSRClust_unvalidated",1000,2,2,6,"spherical","normal",0,0,0.2,"isolated",0.867415740493744,NA,NA,1,1.811,1.811,0.276897000000021
"architecture",10,"N0","full_factorial","TSRClust_unvalidated",1000,2,2,10,"spherical","normal",0,0,0.2,"isolated",0.916815176425952,NA,NA,1,2.238,2.238,0.277682999999989
"architecture",11,"N0","full_factorial","TSRClust_unvalidated",1000,2,2,6,"elliptical","normal",0,0,0.2,"isolated",0.847529283630148,NA,NA,1,2.43,2.43,0.278910999999989
"architecture",12,"N0","full_factorial","TSRClust_unvalidated",1000,2,2,10,"elliptical","normal",0,0,0.2,"isolated",0.922958834067631,NA,NA,1,2.164,2.164,0.277984000000006
"architecture",13,"N0","full_factorial","TSRClust_unvalidated",1000,5,2,6,"spherical","normal",0,0,0.2,"isolated",0.885739378887269,NA,NA,1,1,1,0.374557000000012
"architecture",14,"N0","full_factorial","TSRClust_unvalidated",1000,5,2,10,"spherical","normal",0,0,0.2,"isolated",0.957210755025961,NA,NA,1,1,1,0.371596000000025
